"id","eng_query","sql_query","parent_id"
-1,"total units on back order by description for 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label'","select [Inventory Master Locations].DESCRIPTION, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].BIN = 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label' group by [Inventory Master Locations].DESCRIPTION",1270
-1,"total units on back order by description for 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label'","select [Inventory Master Locations].DESCRIPTION, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].SHELF = 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label' group by [Inventory Master Locations].DESCRIPTION",1270
-1,"total units on back order by description for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label'","select [Inventory Master Locations].DESCRIPTION, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].LOCATION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label' group by [Inventory Master Locations].DESCRIPTION",1270
-1,"total units on back order by description for 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label'","select [Inventory Master Locations].DESCRIPTION, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].ProdCode = 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label' group by [Inventory Master Locations].DESCRIPTION",1270
-1,"total units on back order by product code having under 'duckling_amount0'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].ProdCode having sum([Inventory Location Information].UBO) < 'duckling_amount0'",1270
-1,"total units on back order by product code having over 'duckling_amount0'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].ProdCode having sum([Inventory Location Information].UBO) > 'duckling_amount0'",1270
-1,"total units on back order by product code for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].DESCRIPTION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label' group by [Inventory Location Information].ProdCode",1270
-1,"total units on back order by product code for 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].UOM = 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label' group by [Inventory Location Information].ProdCode",1270
-1,"total units on back order by product code for 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].BIN = 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label' group by [Inventory Location Information].ProdCode",1270
-1,"total units on back order by product code for 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].SHELF = 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label' group by [Inventory Location Information].ProdCode",1270
-1,"total units on back order by product code for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label'","select [Inventory Location Information].ProdCode, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].LOCATION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label' group by [Inventory Location Information].ProdCode",1270
-1,"total units on back order by bin having under 'duckling_amount0'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].BIN having sum([Inventory Location Information].UBO) < 'duckling_amount0'",1270
-1,"total units on back order by bin having over 'duckling_amount0'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].BIN having sum([Inventory Location Information].UBO) > 'duckling_amount0'",1270
-1,"total units on back order by bin for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].DESCRIPTION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label' group by [Inventory Location Information].BIN",1270
-1,"total units on back order by bin for 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].UOM = 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label' group by [Inventory Location Information].BIN",1270
-1,"total units on back order by bin for 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].SHELF = 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label' group by [Inventory Location Information].BIN",1270
-1,"total units on back order by bin for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].LOCATION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label' group by [Inventory Location Information].BIN",1270
-1,"total units on back order by bin for 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label'","select [Inventory Location Information].BIN, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].ProdCode = 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label' group by [Inventory Location Information].BIN",1270
-1,"total units on back order by shelf having under 'duckling_amount0'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].SHELF having sum([Inventory Location Information].UBO) < 'duckling_amount0'",1270
-1,"total units on back order by shelf having over 'duckling_amount0'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].SHELF having sum([Inventory Location Information].UBO) > 'duckling_amount0'",1270
-1,"total units on back order by shelf for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].DESCRIPTION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label' group by [Inventory Location Information].SHELF",1270
-1,"total units on back order by shelf for 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].UOM = 'inventory_ch@t@_space_location_ch@t@_space_information_0_uom_value_label' group by [Inventory Location Information].SHELF",1270
-1,"total units on back order by shelf for 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].BIN = 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label' group by [Inventory Location Information].SHELF",1270
-1,"total units on back order by shelf for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].LOCATION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label' group by [Inventory Location Information].SHELF",1270
-1,"total units on back order by shelf for 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label'","select [Inventory Location Information].SHELF, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].ProdCode = 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label' group by [Inventory Location Information].SHELF",1270
-1,"total units on back order by uom having under 'duckling_amount0'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].UOM having sum([Inventory Location Information].UBO) < 'duckling_amount0'",1270
-1,"total units on back order by uom having over 'duckling_amount0'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location group by [Inventory Location Information].UOM having sum([Inventory Location Information].UBO) > 'duckling_amount0'",1270
-1,"total units on back order by uom for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].DESCRIPTION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_description_value_label' group by [Inventory Location Information].UOM",1270
-1,"total units on back order by uom for 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].BIN = 'inventory_ch@t@_space_location_ch@t@_space_information_0_bin_value_label' group by [Inventory Location Information].UOM",1270
-1,"total units on back order by uom for 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].SHELF = 'inventory_ch@t@_space_location_ch@t@_space_information_0_shelf_value_label' group by [Inventory Location Information].UOM",1270
-1,"total units on back order by uom for 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Master Locations].LOCATION = 'inventory_ch@t@_space_master_ch@t@_space_locations_0_location_value_label' group by [Inventory Location Information].UOM",1270
-1,"total units on back order by uom for 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label'","select [Inventory Location Information].UOM, sum([Inventory Location Information].UBO) from [Inventory Location Information] join [Inventory Master Locations] on [Inventory Master Locations].LOCATION = [Inventory Location Information].location where [Inventory Location Information].ProdCode = 'inventory_ch@t@_space_location_ch@t@_space_information_0_prodcode_value_label' group by [Inventory Location Information].UOM",1270
